Date,Sentiment
2024-02-28,0.7303696274757385
2024-02-27,0.7306277751922607
2024-02-22,0.7305834889411926
2024-02-17,0.7294468283653259
2024-02-16,-0.7168898582458496
2024-02-13,0.7296732664108276
2024-02-12,-0.7292313575744629
2024-02-09,0.7125651240348816
2024-02-08,-0.6829290390014648
2024-02-06,0.7305736541748047
2024-02-05,-0.7224300503730774
2024-02-03,0.7105904817581177
2024-02-02,0.7305821776390076
2024-02-01,0.7305884957313538
2024-01-29,0.6066952347755432
2024-01-20,0.730080545
2024-01-19,0.730136216
2024-01-18,0.730077624
2024-01-04,0.697551131
2024-01-02,0.730044186
2023-12-29,0.729958832
2023-12-20,0.729927719
2023-12-18,0.729733348
2023-12-12,0.729966402
2023-12-08,0.729915023
2023-12-07,0.729966938
2023-12-06,0.729947329
2023-12-04,0.729733348

