Date,Adj Close
2023-02-28,258.08902
2023-03-01,259.925293
2023-03-02,257.668335
2023-03-03,262.135223
2023-03-06,261.670624
2023-03-07,261.238007
2023-03-08,263.477692
2023-03-09,256.859329
2023-03-10,251.250519
2023-03-13,257.277313
2023-03-14,260.035156
2023-03-15,260.465424
2023-03-16,260.602142
2023-03-17,262.306458
2023-03-20,260.768402
2023-03-21,265.250061
2023-03-22,258.9617
2023-03-23,263.673096
2023-03-24,260.345367
2023-03-27,268.800018
2023-03-28,268.765717
2023-03-29,272.320648
2023-03-30,267.662903
2023-03-31,273.442749
2023-04-03,271.916962
2023-04-04,273.053894
2023-04-05,278.799591
2023-04-06,280.650421
2023-04-10,273.520752
2023-04-11,278.205353
2023-04-12,275.007233
2023-04-13,277.694122
2023-04-14,282.606079
2023-04-17,286.928802
2023-04-18,281.4935
2023-04-19,285.845581
2023-04-20,282.581543
2023-04-21,288.618164
2023-04-24,285.733002
2023-04-25,281.080292
2023-04-26,280.368896
2023-04-27,286.219482
2023-04-28,284.226746
2023-05-01,292.016388
2023-05-02,288.495575
2023-05-03,289.708435
2023-05-04,290.64975
2023-05-05,285.058014
2023-05-08,293.145996
2023-05-09,285.116699
2023-05-10,286.028656
2023-05-11,290.287903
2023-05-12,290.608185
2023-05-15,286.373444
2023-05-16,288.662048
2023-05-17,283.987244
2023-05-18,282.56424
2023-05-19,286.031128
2023-05-22,282.967926
2023-05-23,279.05365
2023-05-24,280.613586
2023-05-25,277.222382
2023-05-26,274.730927
2023-05-30,275.635651
2023-05-31,273.821442
2023-06-01,281.520569
2023-06-02,280.020538
2023-06-05,283.56546
2023-06-06,276.741089
2023-06-07,275.145599
2023-06-08,281.960175
2023-06-09,276.953156
2023-06-12,280.703125
2023-06-13,283.683411
2023-06-14,286.575317
2023-06-15,289.674957
2023-06-16,286.746582
2023-06-20,288.097717
2023-06-21,293.552765
2023-06-22,285.353333
2023-06-23,287.020538
2023-06-26,281.214325
2023-06-27,284.387024
2023-06-28,288.819672
2023-06-29,287.503601
2023-06-30,291.377167
2023-07-03,286.867371
2023-07-05,292.892609
2023-07-06,285.946045
2023-07-07,288.173584
2023-07-10,286.523285
2023-07-11,284.769043
2023-07-12,285.624359
2023-07-13,285.240967
2023-07-14,289.965668
2023-07-17,287.710083
2023-07-18,285.864563
2023-07-19,290.169342
2023-07-20,290.118774
2023-07-21,291.624359
2023-07-24,290.329437
2023-07-25,289.429199
2023-07-26,282.829498
2023-07-27,291.211456
2023-07-28,292.071045
2023-07-31,285.255035
2023-08-01,288.160919
2023-08-02,287.735382
2023-08-03,288.111786
2023-08-04,282.17926
2023-08-07,283.485382
2023-08-08,280.696075
2023-08-09,279.368866
2023-08-10,281.749481
2023-08-11,285.752228
2023-08-14,284.939056
2023-08-15,284.437653
2023-08-16,278.586578
2023-08-17,272.106293
2023-08-18,271.988312
2023-08-21,278.316986
2023-08-22,277.582428
2023-08-23,276.116119
2023-08-24,277.588013
2023-08-25,275.780396
2023-08-28,273.895599
2023-08-29,275.807068
2023-08-30,281.446106
2023-08-31,273.894318
2023-09-01,276.686737
2023-09-05,273.927368
2023-09-06,267.250458
2023-09-07,272.106964
2023-09-08,278.986664
2023-09-11,274.520447
2023-09-12,272.459412
2023-09-13,278.507111
2023-09-14,282.462524
2023-09-15,273.008148
2023-09-18,278.504059
2023-09-19,271.909302
2023-09-20,277.990051
2023-09-21,263.079285
2023-09-22,272.067719
2023-09-25,263.656006
2023-09-26,266.619843
2023-09-27,258.587097
2023-09-28,265.514496
2023-09-29,261.389404
2023-10-02,250.765274
2023-10-03,250.543045
2023-10-04,256.847748
2023-10-05,247.309219
2023-10-06,244.345657
2023-10-09,245.025955
2023-10-10,250.607437
2023-10-11,245.014389
2023-10-12,243.339157
2023-10-13,247.434616
2023-10-16,247.045731
2023-10-17,251.231842
2023-10-18,256.065201
2023-10-19,250.387985
2023-10-20,256.121109
2023-10-23,251.800034
2023-10-24,257.290833
