date,1. open,4. close,RSI,ADX,CCI,MACD,MACD_Signal,MACD_Hist
2014-07-30,96.19,95.95,29.4848,38.2949,-58.4098,-1.1018,-0.8756,-0.2262
2014-07-31,95.22,94.56,23.9846,39.6923,-88.2884,-1.1682,-0.9341,-0.2341
2014-08-01,94.3,94.3,23.116,41.1643,-96.8333,-1.2231,-0.9919,-0.2312
2014-08-04,94.3,94.31,23.2311,42.8301,-110.1464,-1.2515,-1.0438,-0.2077
2014-08-05,94.0,93.43,20.3434,44.4469,-128.0676,-1.314,-1.0979,-0.2161
2014-08-06,93.39,93.47,20.8252,45.9482,-122.7732,-1.3455,-1.1474,-0.1981
2014-08-07,93.82,93.31,20.2964,47.3982,-112.1313,-1.3648,-1.1909,-0.1739
2014-08-08,93.07,93.55,23.4368,48.8871,-103.5899,-1.3494,-1.2226,-0.1269
2014-08-11,93.73,93.53,23.3542,50.0796,-76.144,-1.3233,-1.2427,-0.0806
2014-08-12,93.43,93.56,23.788,51.3391,-78.1814,-1.2859,-1.2514,-0.0345
2014-08-13,93.75,93.96,29.516,51.0001,-36.7936,-1.2171,-1.2445,0.0274
2014-08-14,93.65,93.66,27.8267,50.8961,-56.5745,-1.168,-1.2292,0.0612
2014-08-15,94.07,93.79,29.7042,49.6598,-25.6373,-1.1081,-1.205,0.0969
2014-08-18,94.15,94.25,36.0439,48.0274,38.4486,-1.0201,-1.168,0.1479
2014-08-19,94.6,94.45,38.6352,46.4933,105.1045,-0.9271,-1.1198,0.1927
2014-08-20,94.45,94.19,36.5613,45.3497,84.7546,-0.8598,-1.0678,0.208
2014-08-21,94.31,94.53,41.0199,44.0855,127.9471,-0.7763,-1.0095,0.2333
2014-08-22,94.53,94.45,40.3022,42.7034,111.6033,-0.7069,-0.949,0.2421
2014-08-25,94.85,94.44,40.2075,40.427,120.5522,-0.6451,-0.8882,0.2431
2014-08-26,94.39,94.11,37.1085,38.8107,44.3302,-0.6098,-0.8325,0.2228
2014-08-27,94.23,94.65,44.6292,37.8673,36.415,-0.5417,-0.7744,0.2327
2014-08-28,93.65,94.14,48.3262,35.4718,135.7991,-0.4636,-0.7122,0.2486
2014-08-29,94.2,93.72,43.8718,33.2474,70.2209,-0.4234,-0.6544,0.231
2014-09-02,93.24,92.8,36.0363,32.2314,-105.6587,-0.4445,-0.6125,0.168
2014-09-03,93.27,93.14,40.2812,31.2879,-70.6535,-0.4348,-0.5769,0.1422
2014-09-04,93.02,93.01,39.2097,30.6928,-131.2121,-0.4303,-0.5476,0.1173
2014-09-05,93.1,93.07,40.003,30.1402,-130.946,-0.4181,-0.5217,0.1036
2014-09-08,92.8,92.5,35.2916,30.3189,-180.0369,-0.4394,-0.5052,0.0658
2014-09-09,92.6,91.09,26.8633,31.5353,-234.8269,-0.5391,-0.512,-0.0271
2014-09-10,90.84,93.0,45.7601,32.9502,-121.4529,-0.4919,-0.508,0.0161
2014-09-11,92.94,92.96,45.4949,33.8135,-31.8865,-0.4517,-0.4967,0.045
2014-09-12,92.94,93.34,48.5448,33.6112,27.4476,-0.3914,-0.4757,0.0843
2014-09-15,93.26,93.47,49.5841,33.3007,61.5869,-0.3315,-0.4468,0.1153
2014-09-16,93.27,93.75,51.8405,32.6543,79.4075,-0.2634,-0.4101,0.1468
2014-09-17,93.68,93.53,49.9489,32.1321,53.9562,-0.2207,-0.3723,0.1515
2014-09-18,93.43,93.48,49.5068,31.5104,69.8853,-0.1879,-0.3354,0.1475
2014-09-19,93.95,94.36,56.761,29.3043,168.343,-0.1051,-0.2893,0.1842
2014-09-22,94.12,93.93,52.7714,27.2557,107.7984,-0.0659,-0.2446,0.1788
2014-09-23,93.7,93.51,49.1385,25.8175,55.8092,-0.0606,-0.2078,0.1472
2014-09-24,93.7,95.0,59.7301,25.0204,138.9544,0.0372,-0.1588,0.196
2014-09-25,94.94,94.16,53.026,24.2803,106.8719,0.061,-0.1149,0.1759
2014-09-26,94.05,94.7,56.4129,23.5357,99.3502,0.1127,-0.0694,0.182
2014-09-29,94.26,96.22,64.2308,24.9535,195.0911,0.2468,-0.0061,0.2529
2014-09-30,96.23,94.81,54.4707,26.2699,111.6284,0.261,0.0473,0.2137
2014-10-01,94.37,94.19,50.8143,26.9657,25.2684,0.2304,0.0839,0.1465
2014-10-02,94.03,94.12,50.4029,27.5955,-4.2392,0.1995,0.107,0.0925
2014-10-03,95.29,94.86,54.5883,28.6882,70.1365,0.2192,0.1295,0.0897
2014-10-06,94.36,93.84,48.5115,28.4415,-56.895,0.1684,0.1373,0.0312
2014-10-07,93.51,92.81,43.2728,27.0787,-172.263,0.0624,0.1223,-0.0599
2014-10-08,93.08,93.83,49.1311,26.1918,-108.6561,0.0423,0.1063,-0.064
2014-10-09,93.77,92.72,43.8268,25.2428,-126.4229,-0.0432,0.0764,-0.1196
2014-10-10,92.76,92.3,41.98,23.851,-140.9381,-0.1359,0.0339,-0.1699
2014-10-13,92.13,90.73,35.8915,23.3552,-201.6694,-0.3051,-0.0339,-0.2712
2014-10-14,90.81,91.1,38.1675,22.9214,-158.2298,-0.411,-0.1093,-0.3017
2014-10-15,90.49,90.44,35.7306,23.332,-160.8268,-0.5305,-0.1935,-0.337
2014-10-16,89.39,89.91,33.861,23.8724,-147.482,-0.6512,-0.2851,-0.3662
2014-10-17,90.41,91.04,40.9549,23.3408,-94.4146,-0.6678,-0.3616,-0.3062
2014-10-20,90.96,91.59,44.0977,22.3541,-52.9897,-0.6389,-0.4171,-0.2218
2014-10-21,89.95,91.01,41.584,22.2459,-67.8831,-0.6451,-0.4627,-0.1824
2014-10-22,90.7,90.94,41.2782,22.0768,-46.6981,-0.647,-0.4995,-0.1475
2014-10-23,91.84,91.02,41.8049,21.2544,-22.5591,-0.6361,-0.5269,-0.1093
2014-10-24,90.7,91.67,46.0403,20.7765,-13.7432,-0.5798,-0.5375,-0.0423
2014-10-27,91.52,92.01,48.1653,19.9894,36.5674,-0.5078,-0.5315,0.0237
2014-10-28,92.48,92.6,51.7187,18.6995,96.1132,-0.4088,-0.507,0.0982
2014-10-29,92.65,92.73,52.4915,17.7546,142.9692,-0.3184,-0.4693,0.1509
2014-10-30,92.57,93.38,56.2612,17.1407,181.0054,-0.2034,-0.4161,0.2127
2014-10-31,93.9,93.73,58.1852,17.1417,160.4766,-0.0891,-0.3507,0.2616
2014-11-03,93.78,93.61,57.2553,17.1426,122.7352,-0.006,-0.2818,0.2757
2014-11-04,93.93,94.47,61.9489,17.8698,144.0464,0.1128,-0.2028,0.3157
2014-11-05,95.0,94.64,62.818,18.8776,141.863,0.2153,-0.1192,0.3345
2014-11-06,94.74,94.66,62.9253,19.8134,117.8677,0.2943,-0.0365,0.3308
2014-11-07,94.4,95.1,65.2978,20.1422,103.4886,0.3804,0.0469,0.3335
2014-11-10,95.56,95.11,65.3521,20.9434,114.6038,0.4441,0.1263,0.3178
2014-11-11,95.22,95.14,65.5262,21.6077,97.3114,0.4908,0.1992,0.2916
2014-11-12,94.93,95.33,66.669,22.0627,85.5751,0.5337,0.2661,0.2676
2014-11-13,95.5,95.48,67.5826,23.1913,100.9173,0.5706,0.327,0.2436
2014-11-14,95.38,96.21,71.6548,24.8806,128.5765,0.6386,0.3893,0.2493
2014-11-17,96.06,95.97,68.6036,26.4494,99.1022,0.6696,0.4454,0.2242
2014-11-18,96.04,96.41,71.0384,28.4067,116.3164,0.7137,0.499,0.2147
2014-11-19,96.74,96.56,71.8402,30.4024,143.1509,0.7495,0.5491,0.2004
2014-11-20,96.54,96.64,72.2809,32.2555,125.8157,0.774,0.5941,0.1799
2014-11-21,97.47,96.68,72.5126,34.0841,113.46,0.7869,0.6327,0.1542
2014-11-24,96.83,97.17,75.2421,35.782,110.5724,0.8186,0.6699,0.1488
2014-11-25,97.2,97.0,72.5504,37.3587,97.6463,0.8235,0.7006,0.1229
2014-11-26,96.36,96.22,72.979,38.6251,83.8274,0.8224,0.725,0.0974
2014-11-28,95.98,96.81,76.3596,40.4091,121.1837,0.8492,0.7498,0.0994
2014-12-01,96.15,95.78,61.8191,41.3383,53.4924,0.7957,0.759,0.0367
2014-12-02,95.21,95.11,54.5433,40.5392,-10.7307,0.7026,0.7477,-0.0452
2014-12-03,94.8,95.5,57.6666,39.7972,-73.4556,0.6461,0.7274,-0.0813
2014-12-04,95.39,95.66,58.9139,39.4988,-41.1587,0.6046,0.7028,-0.0982
2014-12-05,95.78,96.31,63.6051,39.7255,55.8793,0.6061,0.6835,-0.0774
2014-12-08,93.31,92.61,37.416,37.857,-343.3568,0.3673,0.6203,-0.2529
2014-12-09,91.3,91.36,32.5412,36.9339,-275.7618,0.0973,0.5157,-0.4184
2014-12-10,91.04,90.0,28.2315,36.872,-211.2068,-0.201,0.3723,-0.5734
2014-12-11,90.09,90.97,34.8581,36.8145,-137.9091,-0.3714,0.2236,-0.595
2014-12-12,90.66,90.62,33.6507,36.5019,-105.7032,-0.5227,0.0743,-0.597
2014-12-15,90.96,88.46,27.3539,37.2135,-121.2188,-0.7713,-0.0948,-0.6765
2014-12-16,88.07,88.72,29.0744,38.1064,-106.6816,-0.9409,-0.264,-0.6769
2014-12-17,88.93,91.65,44.9082,37.6646,-55.9909,-0.8785,-0.3869,-0.4916
2014-12-18,92.28,93.67,52.7413,35.9102,10.9214,-0.6924,-0.448,-0.2444
2014-12-19,93.51,93.22,51.0016,33.8764,32.6939,-0.567,-0.4718,-0.0952
2014-12-22,93.28,93.89,53.4629,31.988,44.7431,-0.4201,-0.4615,0.0414
2014-12-23,94.36,94.22,54.6707,29.7444,73.0922,-0.2794,-0.4251,0.1456
2014-12-24,94.22,93.83,52.9226,27.767,70.1521,-0.1906,-0.3782,0.1876
2014-12-26,94.1,94.78,56.5659,25.9223,99.9784,-0.059,-0.3143,0.2554
2014-12-29,94.32,95.04,57.5345,24.5895,99.965,0.0612,-0.2392,0.3004
2014-12-30,94.85,94.25,53.6216,23.1906,71.5994,0.1049,-0.1704,0.2753
2014-12-31,93.75,93.7,51.0201,21.5887,50.7197,0.1033,-0.1157,0.2189
2015-01-02,94.13,93.26,48.9731,20.5122,36.3916,0.0731,-0.0779,0.151
2015-01-05,93.3,92.23,44.4746,20.1176,-13.1947,-0.0162,-0.0656,0.0493
2015-01-06,92.67,92.4,45.3666,19.9846,-31.8377,-0.0753,-0.0675,-0.0078
2015-01-07,93.26,94.01,53.0578,19.6213,5.9034,-0.0194,-0.0579,0.0385
2015-01-08,94.23,94.36,54.5555,18.4146,74.4683,0.0467,-0.037,0.0837
2015-01-09,93.97,93.21,49.0211,18.2312,-67.3472,0.0256,-0.0245,0.05
2015-01-12,93.53,93.01,48.107,18.182,-82.6264,-0.0039,-0.0204,0.0164
2015-01-13,93.95,92.83,47.2531,17.5436,-65.0031,-0.0383,-0.0239,-0.0144
2015-01-14,91.45,91.54,41.5593,17.83,-190.8937,-0.1461,-0.0484,-0.0977
2015-01-15,91.97,91.38,40.901,17.8128,-150.4486,-0.2389,-0.0865,-0.1524
2015-01-16,91.05,91.49,41.5861,17.9478,-142.2546,-0.302,-0.1296,-0.1724
2015-01-20,91.64,90.8,38.5662,18.4113,-135.916,-0.3915,-0.182,-0.2095
2015-01-21,90.16,90.34,36.6552,19.2686,-154.8944,-0.4861,-0.2428,-0.2433
2015-01-22,90.62,90.89,40.4545,19.513,-103.6948,-0.52,-0.2982,-0.2218
2015-01-23,90.92,89.56,34.9893,19.0623,-104.7893,-0.6245,-0.3635,-0.261
2015-01-26,89.39,90.67,42.0283,18.7498,-89.5389,-0.6293,-0.4166,-0.2126
2015-01-27,89.96,89.57,37.6749,18.4597,-97.1343,-0.6951,-0.4723,-0.2228
2015-01-28,89.74,88.78,34.8805,18.8036,-119.6327,-0.7886,-0.5356,-0.253
2015-01-29,91.5,93.27,55.213,18.7523,82.9471,-0.57,-0.5425,-0.0275
2015-01-30,92.65,92.44,51.9819,18.7046,89.6408,-0.4445,-0.5229,0.0784
2015-02-02,92.05,92.51,52.2358,17.9424,68.2458,-0.3367,-0.4856,0.1489
2015-02-03,92.64,93.92,57.1502,18.0287,147.0064,-0.1596,-0.4204,0.2608
2015-02-04,93.5,94.05,57.5835,18.3542,145.6353,-0.0108,-0.3385,0.3277
2015-02-05,94.1,94.34,58.5895,18.8727,131.3438,0.1242,-0.246,0.3701
2015-02-06,94.15,93.99,56.8374,19.0354,95.4934,0.2064,-0.1555,0.3619
2015-02-09,93.3,92.72,50.8904,18.25,42.2234,0.1885,-0.0867,0.2752
2015-02-10,93.33,94.02,55.969,18.018,69.0796,0.2542,-0.0185,0.2727
2015-02-11,94.16,94.21,56.6742,17.8653,70.3557,0.3148,0.0482,0.2666
2015-02-12,94.05,95.09,59.8793,18.468,102.6895,0.4141,0.1213,0.2928
2015-02-13,95.4,95.65,61.8152,19.1625,121.8886,0.5225,0.2016,0.3209
2015-02-17,95.12,94.35,55.1612,19.0311,72.5462,0.5195,0.2652,0.2543
2015-02-18,94.23,94.58,56.0624,18.828,57.4405,0.5258,0.3173,0.2085
2015-02-19,94.5,94.19,54.0777,18.3966,24.316,0.5001,0.3538,0.1463
2015-02-20,94.16,94.19,54.0777,17.824,7.3292,0.4743,0.3779,0.0964
2015-02-23,94.12,94.31,54.6506,17.2924,9.3111,0.4562,0.3936,0.0626
2015-02-24,94.08,94.98,57.8149,17.5177,66.5796,0.4791,0.4107,0.0684
2015-02-25,94.91,98.66,70.1393,19.6789,311.9494,0.7234,0.4732,0.2501
2015-02-26,97.43,99.51,73.9286,22.1215,274.8749,1.0136,0.5813,0.4323
2015-02-27,99.17,98.9,70.4447,24.3897,183.7198,1.1907,0.7032,0.4875
2015-03-02,98.62,100.0,72.9227,26.9791,157.2736,1.3858,0.8397,0.5461
2015-03-03,99.97,99.74,71.3989,29.3835,123.6069,1.5063,0.973,0.5333
2015-03-04,99.81,100.25,72.6081,31.2264,102.1779,1.6159,1.1016,0.5143
2015-03-05,99.01,99.11,65.9015,32.2011,69.6138,1.611,1.2035,0.4075
2015-03-06,98.27,97.13,56.1931,31.7636,27.9999,1.463,1.2554,0.2076
2015-03-09,96.81,97.71,58.1386,31.2333,19.9082,1.3672,1.2777,0.0894
2015-03-10,96.91,96.29,52.0447,30.1579,-17.5068,1.1863,1.2595,-0.0731
2015-03-11,96.3,94.96,47.0684,28.3003,-55.9355,0.9466,1.1969,-0.2503
2015-03-12,95.42,96.25,51.8749,26.5754,-53.8848,0.83,1.1235,-0.2935
2015-03-13,96.24,96.35,52.2369,25.3802,-54.2241,0.7355,1.0459,-0.3104
2015-03-16,96.93,97.15,55.1444,24.5421,-37.4432,0.7039,0.9775,-0.2736
2015-03-17,96.9,96.17,51.0452,23.1548,-69.2917,0.6089,0.9038,-0.2949
2015-03-18,96.01,97.0,54.1536,21.6336,-57.8132,0.5802,0.8391,-0.2588
2015-03-19,96.86,95.98,49.9557,20.2211,-59.9285,0.4863,0.7685,-0.2822
2015-03-20,96.32,97.05,53.9854,19.2004,-19.6956,0.4752,0.7099,-0.2346
2015-03-23,96.8,98.62,59.1793,19.1915,69.8409,0.5609,0.6801,-0.1192
2015-03-24,98.46,99.36,61.3914,19.5984,149.4792,0.6686,0.6778,-0.0092
2015-03-25,99.03,98.14,56.0032,19.9762,123.1334,0.6679,0.6758,-0.0079
2015-03-26,97.6,97.64,53.9146,18.7091,18.9842,0.6279,0.6662,-0.0383
2015-03-27,97.36,96.96,51.1223,17.5325,15.7495,0.5462,0.6422,-0.096
2015-03-30,97.43,97.88,54.5519,16.7829,62.7015,0.5345,0.6207,-0.0862
2015-03-31,97.82,97.44,52.6492,16.1679,45.3419,0.4912,0.5948,-0.1036
2015-04-01,96.81,96.29,47.9426,15.5649,-79.8781,0.3787,0.5516,-0.1729
2015-04-02,95.96,95.83,46.1648,15.8235,-144.035,0.2569,0.4926,-0.2357
2015-04-06,95.75,96.28,48.1888,15.5808,-80.2875,0.1872,0.4316,-0.2443
2015-04-07,96.24,96.35,48.5131,15.3554,-61.5073,0.1349,0.3722,-0.2373
2015-04-08,96.73,96.85,50.8781,14.5476,-34.2091,0.1242,0.3226,-0.1984
2015-04-09,96.85,96.55,49.4115,13.7975,-41.7792,0.0953,0.2772,-0.1819
2015-04-10,96.9,97.8,55.2053,12.9654,15.7032,0.151,0.2519,-0.1009
2015-04-13,97.41,97.44,53.3116,12.1927,20.3443,0.17,0.2355,-0.0655
2015-04-14,97.16,97.58,53.9728,11.3796,37.4869,0.1919,0.2268,-0.0349
2015-04-15,97.0,96.44,48.0102,11.1521,-23.963,0.1344,0.2083,-0.0739
2015-04-16,96.37,95.63,44.2681,11.5724,-81.5345,0.0364,0.174,-0.1375
2015-04-17,95.13,94.88,41.0756,12.6939,-186.7698,-0.0885,0.1215,-0.2099
2015-04-20,95.0,96.18,48.0668,12.7877,-79.2772,-0.1027,0.0766,-0.1793
2015-04-21,96.19,94.87,42.5838,13.2029,-115.2089,-0.1959,0.0221,-0.218
2015-04-22,97.0,97.84,55.0913,13.1282,124.4446,-0.078,0.0021,-0.0801
2015-04-23,97.44,97.0,51.6634,13.0588,43.642,-0.0381,-0.0059,-0.0322
2015-04-24,96.99,98.74,57.5549,13.8948,138.2821,0.1041,0.0161,0.0881
2015-04-27,98.74,96.44,49.0453,14.1869,39.3778,0.0683,0.0265,0.0418
2015-04-28,96.27,96.83,50.3849,14.0688,-24.2193,0.0642,0.034,0.0301
2015-04-29,96.58,97.02,51.0599,14.4265,12.3293,0.0723,0.0417,0.0306
2015-04-30,96.65,96.55,49.274,14.7585,3.924,0.048,0.043,0.005
2015-05-01,96.73,97.8,53.8929,15.4285,71.1004,0.1078,0.0559,0.0519
2015-05-04,96.57,96.13,47.6503,15.4216,22.4422,0.0473,0.0542,-0.0069
2015-05-05,96.39,96.13,47.6503,14.9938,-54.1996,-0.0006,0.0432,-0.0438
2015-05-06,96.1,96.39,48.7228,14.7346,-32.6009,-0.0216,0.0303,-0.0519
2015-05-07,96.27,96.78,50.3654,14.9686,-6.0584,-0.013,0.0216,-0.0347
2015-05-08,98.19,98.23,56.0078,16.2393,153.7985,0.0859,0.0345,0.0515
2015-05-11,98.07,97.51,52.7982,16.8145,63.572,0.1168,0.0509,0.0658
2015-05-12,97.39,97.95,54.5137,17.1348,71.6364,0.1675,0.0743,0.0933
2015-05-13,98.07,97.35,51.7516,17.5195,58.4399,0.1673,0.0929,0.0744
2015-05-14,97.66,97.71,53.2812,17.8768,57.6746,0.1881,0.1119,0.0762
2015-05-15,97.74,98.04,54.6988,18.9332,106.9533,0.2232,0.1342,0.089
2015-05-18,97.97,98.02,54.5907,19.9141,70.7603,0.2468,0.1567,0.0902
2015-05-19,98.09,100.68,64.6102,22.117,217.9734,0.4316,0.2117,0.2199
2015-05-20,100.88,100.11,61.4797,24.1625,197.3835,0.5352,0.2764,0.2588
2015-05-21,99.89,99.28,57.1384,25.6515,109.3005,0.5575,0.3326,0.2249
2015-05-22,99.15,98.99,55.6595,26.7806,72.1357,0.5503,0.3761,0.1741
2015-05-26,98.85,98.46,52.9615,26.9453,25.001,0.5046,0.4018,0.1028
2015-05-27,98.97,98.66,53.8702,27.1101,24.5426,0.4758,0.4166,0.0592
2015-05-28,98.0,96.48,47.3232,26.0885,-65.4447,0.3633,0.406,-0.0426
2015-05-29,97.59,95.93,44.8731,24.8063,-93.7768,0.2358,0.3719,-0.1361
2015-06-01,95.84,96.22,46.4475,23.6158,-103.2506,0.1518,0.3279,-0.1761
2015-06-02,96.3,96.29,46.8422,22.5623,-93.2269,0.0887,0.2801,-0.1913
2015-06-03,96.38,96.52,48.1931,21.6756,-75.8578,0.053,0.2347,-0.1816
2015-06-04,96.3,96.31,47.0182,20.8521,-79.188,0.011,0.1899,-0.1789
2015-06-05,95.93,95.54,42.8894,19.4514,-113.7535,-0.0714,0.1377,-0.209
2015-06-08,96.0,95.32,41.7611,18.2211,-106.5477,-0.1492,0.0803,-0.2295
2015-06-09,95.52,94.73,38.8121,17.8681,-131.7478,-0.2463,0.015,-0.2613
2015-06-10,95.02,95.3,42.9999,17.4496,-105.3306,-0.2831,-0.0446,-0.2384
2015-06-11,95.5,95.59,45.0601,16.2076,-56.8979,-0.29,-0.0937,-0.1963
2015-06-12,95.42,95.06,42.0675,15.5957,-96.976,-0.3262,-0.1402,-0.186
2015-06-15,94.74,94.3,38.1544,15.9378,-143.1007,-0.3995,-0.1921,-0.2074
2015-06-16,94.25,94.63,40.7324,16.2555,-126.9992,-0.4312,-0.2399,-0.1913
2015-06-17,94.54,95.22,45.1357,15.5025,-55.3453,-0.4133,-0.2746,-0.1387
2015-06-18,95.69,96.17,51.3972,15.0919,50.886,-0.3337,-0.2864,-0.0473
2015-06-19,96.39,96.08,50.8057,15.1458,91.6407,-0.2733,-0.2838,0.0105
2015-06-22,96.31,96.87,55.6329,15.1958,115.9295,-0.1722,-0.2615,0.0892
2015-06-23,97.59,97.18,57.3994,15.9932,171.0311,-0.0712,-0.2234,0.1522
2015-06-24,96.75,96.64,53.4101,16.1476,112.1225,-0.0259,-0.1839,0.158
2015-06-25,96.7,95.79,47.7808,15.3514,37.5181,-0.0445,-0.156,0.1115
2015-06-26,96.13,97.29,56.495,15.0084,84.9447,0.0375,-0.1173,0.1548
2015-06-29,96.62,95.44,46.245,14.1588,10.7835,-0.0172,-0.0973,0.0801
2015-06-30,95.93,95.07,44.5058,13.7432,-55.0907,-0.0836,-0.0946,0.0109
2015-07-01,95.1,95.76,48.4029,13.3573,-39.0757,-0.0905,-0.0937,0.0033
2015-07-02,96.13,96.17,50.6218,12.6006,15.2282,-0.0685,-0.0887,0.0202
2015-07-06,95.89,95.65,47.8133,11.8306,-35.087,-0.0839,-0.0877,0.0039
2015-07-07,95.93,96.68,53.3358,11.3444,8.1877,-0.0289,-0.076,0.047
2015-07-08,95.65,95.84,48.8003,10.893,-31.9289,-0.0394,-0.0687,0.0293
2015-07-09,96.64,96.49,52.1884,11.13,63.5191,-0.0055,-0.056,0.0505
2015-07-10,97.25,97.65,57.5831,11.7943,131.9214,0.0955,-0.0257,0.1212
2015-07-13,98.0,98.43,60.787,12.9787,170.6818,0.2235,0.0241,0.1994
2015-07-14,98.12,98.78,62.1679,14.4612,175.4147,0.3437,0.0881,0.2557
2015-07-15,98.15,99.07,63.3204,16.2116,153.8524,0.4526,0.161,0.2916
2015-07-16,99.11,97.86,55.6961,16.9854,81.3651,0.4551,0.2198,0.2353
2015-07-17,97.7,97.5,53.6271,17.437,43.2317,0.4289,0.2616,0.1673
2015-07-20,97.78,97.49,53.5676,17.8563,43.7971,0.4028,0.2898,0.1129
2015-07-21,97.6,97.32,52.5007,17.658,13.1624,0.3668,0.3052,0.0616
2015-07-22,97.71,97.58,54.0094,17.9571,35.9318,0.3512,0.3144,0.0367
2015-07-23,98.9,97.09,50.7386,16.7421,0.811,0.3035,0.3122,-0.0088
2015-07-24,97.41,96.1,44.8313,15.5509,-96.2338,0.1992,0.2896,-0.0904
2015-07-27,96.0,96.04,44.4932,14.8408,-132.9693,0.1114,0.254,-0.1426
2015-07-28,96.48,97.33,52.7448,14.0964,-58.5377,0.124,0.228,-0.104
2015-07-29,97.48,98.21,57.3975,14.2855,31.7918,0.1889,0.2202,-0.0313
